beta_1^1	beta_1^2	beta_2^1	beta_2^2	rot_rate, *1e-3 (ordinary convention)	rot_rate *1e-3 (mCT convention)
-1.0	-1.0	0.0	0.0	-1.689767129399824	1.689767129399824
-1.0	-1.0	0.0	0.2	-0.7025035526099024	0.7025035526099024
-1.0	-1.0	0.0	0.4	-0.04801386323196299	0.04801386323196299
-1.0	-1.0	0.0	0.6	0.27404571341107276	-0.27404571341107276
-1.0	-1.0	0.0	0.8	0.2699777130656439	-0.2699777130656439
-1.0	-1.0	0.0	1.0	-0.048357637909041476	0.048357637909041476
-1.0	-1.0	0.2	0.0	-2.3294745076633876	2.3294745076633876
-1.0	-1.0	0.2	0.2	-1.3436433253612936	1.3436433253612936
-1.0	-1.0	0.2	0.4	-0.6893255233218935	0.6893255233218935
-1.0	-1.0	0.2	0.6	-0.3658335521910306	0.3658335521910306
-1.0	-1.0	0.2	0.8	-0.36669298888372687	0.36669298888372687
-1.0	-1.0	0.2	1.0	-0.6798717197022348	0.6798717197022348
-1.0	-1.0	0.4	0.0	-2.629876279650478	2.629876279650478
-1.0	-1.0	0.4	0.2	-1.6477693230167345	1.6477693230167345
-1.0	-1.0	0.4	0.4	-0.9958006479373707	0.9958006479373707
-1.0	-1.0	0.4	0.6	-0.6731108177196912	0.6731108177196912
-1.0	-1.0	0.4	0.8	-0.672996226160665	0.672996226160665
-1.0	-1.0	0.4	1.0	-0.9831955764444927	0.9831955764444927
-1.0	-1.0	0.6	0.0	-2.594811262588472	2.594811262588472
-1.0	-1.0	0.6	0.2	-1.618834954362628	1.618834954362628
-1.0	-1.0	0.6	0.4	-0.9716791247623632	0.9716791247623632
-1.0	-1.0	0.6	0.6	-0.652197858197416	0.652197858197416
-1.0	-1.0	0.6	0.8	-0.6534583653467039	0.6534583653467039
-1.0	-1.0	0.6	1.0	-0.9630847578354008	0.9630847578354008
-1.0	-1.0	0.8	0.0	-2.234019738994593	2.234019738994593
-1.0	-1.0	0.8	0.2	-1.2667523892547372	1.2667523892547372
-1.0	-1.0	0.8	0.4	-0.6269877152116599	0.6269877152116599
-1.0	-1.0	0.8	0.6	-0.31329332237753416	0.31329332237753416
-1.0	-1.0	0.8	0.8	-0.31850723831322464	0.31850723831322464
-1.0	-1.0	0.8	1.0	-0.6300243915258532	0.6300243915258532
-1.0	-1.0	1.0	0.0	-1.563028865116886	1.563028865116886
