beta_1^1	beta_1^2	beta_2^1	beta_2^2	rot_rate, *1e-3 (ordinary convention)	rot_rate *1e-3 (mCT convention)
-1.0	-1.0	0.0	0.0	-1.1231118700154397	1.1231118700154397
-1.0	-1.0	0.0	0.2	-0.16392322518692853	0.16392322518692853
-1.0	-1.0	0.0	0.4	0.4489697282645131	-0.4489697282645131
-1.0	-1.0	0.0	0.6	0.7164264270315813	-0.7164264270315813
-1.0	-1.0	0.0	0.8	0.645780730891951	-0.645780730891951
-1.0	-1.0	0.0	1.0	0.25043985225168286	-0.25043985225168286
-1.0	-1.0	0.2	0.0	-1.8518568896423337	1.8518568896423337
-1.0	-1.0	0.2	0.2	-0.893642273065545	0.893642273065545
-1.0	-1.0	0.2	0.4	-0.28011906603945946	0.28011906603945946
-1.0	-1.0	0.2	0.6	-0.010084057194302488	0.010084057194302488
-1.0	-1.0	0.2	0.8	-0.07603149941386023	0.07603149941386023
-1.0	-1.0	0.2	1.0	-0.46449688451255833	0.46449688451255833
-1.0	-1.0	0.4	0.0	-2.2294360766335464	2.2294360766335464
-1.0	-1.0	0.4	0.2	-1.2744873194890034	1.2744873194890034
-1.0	-1.0	0.4	0.4	-0.662568394289284	0.662568394289284
-1.0	-1.0	0.4	0.6	-0.3922469065465615	0.3922469065465615
-1.0	-1.0	0.4	0.8	-0.45578792602656987	0.45578792602656987
-1.0	-1.0	0.4	1.0	-0.8395550572051952	0.8395550572051952
-1.0	-1.0	0.6	0.0	-2.259000698862297	2.259000698862297
-1.0	-1.0	0.6	0.2	-1.3098388154485752	1.3098388154485752
-1.0	-1.0	0.6	0.4	-0.7020451863737978	0.7020451863737978
-1.0	-1.0	0.6	0.6	-0.4339582340320855	0.4339582340320855
-1.0	-1.0	0.6	0.8	-0.49755654929160686	0.49755654929160686
-1.0	-1.0	0.6	1.0	-0.8791464408487352	0.8791464408487352
-1.0	-1.0	0.8	0.0	-1.9504629261843487	1.9504629261843487
-1.0	-1.0	0.8	0.2	-1.0097808181385628	1.0097808181385628
-1.0	-1.0	0.8	0.4	-0.4087480910463293	0.4087480910463293
-1.0	-1.0	0.8	0.6	-0.14553127996322912	0.14553127996322912
-1.0	-1.0	0.8	0.8	-0.21187979263937842	0.21187979263937842
-1.0	-1.0	0.8	1.0	-0.5938134588735853	0.5938134588735853
-1.0	-1.0	1.0	0.0	-1.319750985304338	1.319750985304338
-1.0	-1.0	1.0	0.2	-0.3902415542636037	0.3902415542636037
-1.0	-1.0	1.0	0.4	0.2012227776499451	-0.2012227776499451
-1.0	-1.0	1.0	0.6	0.4568765458373184	-0.4568765458373184
-1.0	-1.0	1.0	0.8	0.3850849341074263	-0.3850849341074263
-1.0	-1.0	1.0	1.0	0.0	-0.0
-1.0	-0.8	0.0	0.0	-1.0274279182285921	1.0274279182285921
-1.0	-0.8	0.0	0.2	-0.36468763660076897	0.36468763660076897
-1.0	-0.8	0.0	0.4	0.018391945223699427	-0.018391945223699427
-1.0	-0.8	0.0	0.6	0.12307133439410084	-0.12307133439410084
-1.0	-0.8	0.0	0.8	-0.04406045444556031	0.04406045444556031
-1.0	-0.8	0.0	1.0	-0.4715442653926676	0.4715442653926676
-1.0	-0.8	0.2	0.0	-1.7298741750589817	1.7298741750589817
-1.0	-0.8	0.2	0.2	-1.0611178365822846	1.0611178365822846
-1.0	-0.8	0.2	0.4	-0.6703606203030632	0.6703606203030632
-1.0	-0.8	0.2	0.6	-0.5561701317334902	0.5561701317334902
-1.0	-0.8	0.2	0.8	-0.7120146520090741	0.7120146520090741
-1.0	-0.8	0.2	1.0	-1.1263777294476853	1.1263777294476853
-1.0	-0.8	0.4	0.0	-2.0784044018370613	2.0784044018370613
-1.0	-0.8	0.4	0.2	-1.4052935841173704	1.4052935841173704
