beta_1^1	beta_1^2	beta_2^1	beta_2^2	rot_rate, *1e-3 (ordinary convention)	rot_rate *1e-3 (mCT convention)
-1.0	-1.0	0.0	0.0	-0.45097508054747093	0.45097508054747093
-1.0	-1.0	0.0	0.2	0.41069614754977407	-0.41069614754977407
-1.0	-1.0	0.0	0.4	0.9369578823774354	-0.9369578823774354
-1.0	-1.0	0.0	0.6	1.1292998142028527	-1.1292998142028527
-1.0	-1.0	0.0	0.8	0.9953995774807792	-0.9953995774807792
-1.0	-1.0	0.0	1.0	0.5486070888377632	-0.5486070888377632
-1.0	-1.0	0.2	0.0	-1.219941737392549	1.219941737392549
-1.0	-1.0	0.2	0.2	-0.35861428397238226	0.35861428397238226
-1.0	-1.0	0.2	0.4	0.1688506622250536	-0.1688506622250536
-1.0	-1.0	0.2	0.6	0.36445845348271666	-0.36445845348271666
-1.0	-1.0	0.2	0.8	0.2358867242553599	-0.2358867242553599
-1.0	-1.0	0.2	1.0	-0.20340001727144225	0.20340001727144225
-1.0	-1.0	0.4	0.0	-1.6516654360236243	1.6516654360236243
-1.0	-1.0	0.4	0.2	-0.792687109563494	0.792687109563494
-1.0	-1.0	0.4	0.4	-0.2657951211611889	0.2657951211611889
-1.0	-1.0	0.4	0.6	-0.06892682275423805	0.06892682275423805
-1.0	-1.0	0.4	0.8	-0.19411810099032292	0.19411810099032292
-1.0	-1.0	0.4	1.0	-0.6277898561248432	0.6277898561248432
-1.0	-1.0	0.6	0.0	-1.7487244865187854	1.7487244865187854
-1.0	-1.0	0.6	0.2	-0.8941579350811627	0.8941579350811627
-1.0	-1.0	0.6	0.4	-0.3700734398749987	0.3700734398749987
-1.0	-1.0	0.6	0.6	-0.17412187394025716	0.17412187394025716
-1.0	-1.0	0.6	0.8	-0.2979953492475411	0.2979953492475411
-1.0	-1.0	0.6	1.0	-0.7281720618317632	0.7281720618317632
-1.0	-1.0	0.8	0.0	-1.5195986642459693	1.5195986642459693
-1.0	-1.0	0.8	0.2	-0.6718503105704033	0.6718503105704033
-1.0	-1.0	0.8	0.4	-0.15286513974090363	0.15286513974090363
-1.0	-1.0	0.8	0.6	0.03993515832061838	-0.03993515832061838
-1.0	-1.0	0.8	0.8	-0.08502693679741416	0.08502693679741416
-1.0	-1.0	0.8	1.0	-0.5139431422323485	0.5139431422323485
-1.0	-1.0	1.0	0.0	-0.9785546183039331	0.9785546183039331
-1.0	-1.0	1.0	0.2	-0.1400308851299732	0.1400308851299732
-1.0	-1.0	1.0	0.4	0.37139124280379965	-0.37139124280379965
-1.0	-1.0	1.0	0.6	0.5585765544730397	-0.5585765544730397
-1.0	-1.0	1.0	0.8	0.43017671258422213	-0.43017671258422213
-1.0	-1.0	1.0	1.0	0.0	-0.0
-1.0	-0.8	0.0	0.0	-0.4127587956122451	0.4127587956122451
-1.0	-0.8	0.0	0.2	0.16163139400640522	-0.16163139400640522
-1.0	-0.8	0.0	0.4	0.4652417296462284	-0.4652417296462284
-1.0	-0.8	0.0	0.6	0.49996297203115636	-0.49996297203115636
-1.0	-0.8	0.0	0.8	0.27267061470275883	-0.27267061470275883
