beta_1^1	beta_1^2	beta_2^1	beta_2^2	rot_rate, *1e-3 (ordinary convention)	rot_rate *1e-3 (mCT convention)
-1.0	-0.6	1.0	0.0	-0.6907006220302074	0.6907006220302074
-1.0	-0.6	1.0	0.2	-0.2622427828313778	0.2622427828313778
-1.0	-0.6	1.0	0.4	-0.03254400276343076	0.03254400276343076
-1.0	-0.6	1.0	0.6	0.0	-0.0
-1.0	-0.6	1.0	0.8	-0.15928226704636883	0.15928226704636883
-1.0	-0.6	1.0	1.0	-0.5019110285346011	0.5019110285346011
-1.0	-0.4	0.0	0.0	-0.5492946381919201	0.5492946381919201
-1.0	-0.4	0.0	0.2	-0.34027963452819593	0.34027963452819593
-1.0	-0.4	0.0	0.4	-0.267972360782686	0.267972360782686
-1.0	-0.4	0.0	0.6	-0.33111230980610273	0.33111230980610273
-1.0	-0.4	0.0	0.8	-0.5260325517096088	0.5260325517096088
-1.0	-0.4	0.0	1.0	-0.8464878465262782	0.8464878465262782
-1.0	-0.4	0.2	0.0	-1.2050448347191476	1.2050448347191476
-1.0	-0.4	0.2	0.2	-0.9761481955643835	0.9761481955643835
-1.0	-0.4	0.2	0.4	-0.8827560749580594	0.8827560749580594
-1.0	-0.4	0.2	0.6	-0.9236079657508871	0.9236079657508871
-1.0	-0.4	0.2	0.8	-1.0952088253925685	1.0952088253925685
-1.0	-0.4	0.2	1.0	-1.3915425970342303	1.3915425970342303
-1.0	-0.4	0.4	0.0	-1.516791171049828	1.516791171049828
-1.0	-0.4	0.4	0.2	-1.2685858541991557	1.2685858541991557
-1.0	-0.4	0.4	0.4	-1.1548537318656873	1.1548537318656873
-1.0	-0.4	0.4	0.6	-1.1746207757977007	1.1746207757977007
-1.0	-0.4	0.4	0.8	-1.3243919434448979	1.3243919434448979
-1.0	-0.4	0.4	1.0	-1.5983803610764575	1.5983803610764575
-1.0	-0.4	0.6	0.0	-1.4891746053245227	1.4891746053245227
-1.0	-0.4	0.6	0.2	-1.2225773432501508	1.2225773432501508
-1.0	-0.4	0.6	0.4	-1.089823022118339	1.089823022118339
-1.0	-0.4	0.6	0.6	-1.090052205236391	1.090052205236391
-1.0	-0.4	0.6	0.8	-1.2198844416130357	1.2198844416130357
-1.0	-0.4	0.6	1.0	-1.4737047448559903	1.4737047448559903
-1.0	-0.4	0.8	0.0	-1.1327948567531507	1.1327948567531507
-1.0	-0.4	0.8	0.2	-0.8492380439429061	0.8492380439429061
-1.0	-0.4	0.8	0.4	-0.6991803973981435	0.6991803973981435
-1.0	-0.4	0.8	0.6	-0.6818770719851927	0.6818770719851927
-1.0	-0.4	0.8	0.8	-0.7940622082718078	0.7940622082718078
-1.0	-0.4	0.8	1.0	-1.030120819865707	1.030120819865707
-1.0	-0.4	1.0	0.0	-0.4641531098354799	0.4641531098354799
-1.0	-0.4	1.0	0.2	-0.1652983238952425	0.1652983238952425
-1.0	-0.4	1.0	0.4	0.0	-0.0
-1.0	-0.4	1.0	0.6	0.03254400276343076	-0.03254400276343076
-1.0	-0.4	1.0	0.8	-0.06445775195221762	0.06445775195221762
-1.0	-0.4	1.0	1.0	-0.28567675665222847	0.28567675665222847
-1.0	-0.2	0.0	0.0	-0.4775603222415412	0.4775603222415412
-1.0	-0.2	0.0	0.2	-0.3701307356545118	0.3701307356545118
-1.0	-0.2	0.0	0.4	-0.331284197144642	0.331284197144642
-1.0	-0.2	0.0	0.6	-0.3604477489168009	0.3604477489168009
-1.0	-0.2	0.0	0.8	-0.45584522180608306	0.45584522180608306
-1.0	-0.2	0.0	1.0	-0.614554531057321	0.614554531057321
-1.0	-0.2	0.2	0.0	-1.102428093611217	1.102428093611217
-1.0	-0.2	0.2	0.2	-0.9684132653301175	0.9684132653301175
-1.0	-0.2	0.2	0.4	-0.902064752653968	0.902064752653968
-1.0	-0.2	0.2	0.6	-0.9029241893466643	0.9029241893466643
-1.0	-0.2	0.2	0.8	-0.9696164766998921	0.9696164766998921
-1.0	-0.2	0.2	1.0	-1.0993341215175105	1.0993341215175105
-1.0	-0.2	0.4	0.0	-1.382203384973598	1.382203384973598
-1.0	-0.2	0.4	0.2	-1.2218324981164805	1.2218324981164805
-1.0	-0.2	0.4	0.4	-1.1285549690691825	1.1285549690691825
-1.0	-0.2	0.4	0.6	-1.1022562062726777	1.1022562062726777
-1.0	-0.2	0.4	0.8	-1.1416184067981654	1.1416184067981654
-1.0	-0.2	0.4	1.0	-1.2441778521265825	1.2441778521265825
-1.0	-0.2	0.6	0.0	-1.3221574080438876	1.3221574080438876
-1.0	-0.2	0.6	0.2	-1.1361180119649095	1.1361180119649095
-1.0	-0.2	0.6	0.4	-1.0170573821367244	1.0170573821367244
-1.0	-0.2	0.6	0.6	-0.9650901101183587	0.9650901101183587
-1.0	-0.2	0.6	0.8	-0.9791275760990636	0.9791275760990636
-1.0	-0.2	0.6	1.0	-1.0569352446778295	1.0569352446778295
-1.0	-0.2	0.8	0.0	-0.9334628398271374	0.9334628398271374
-1.0	-0.2	0.8	0.2	-0.7230727374550989	0.7230727374550989
-1.0	-0.2	0.8	0.4	-0.5798332886723931	0.5798332886723931
-1.0	-0.2	0.8	0.6	-0.5042028597151246	0.5042028597151246
-1.0	-0.2	0.8	0.8	-0.4952647181110836	0.4952647181110836
-1.0	-0.2	0.8	1.0	-0.5509562157977996	0.5509562157977996
-1.0	-0.2	1.0	0.0	-0.23319382261824506	0.23319382261824506
-1.0	-0.2	1.0	0.2	0.0	-0.0
-1.0	-0.2	1.0	0.4	0.1652983238952425	-0.1652983238952425
-1.0	-0.2	1.0	0.6	0.2622427828313778	-0.2622427828313778
-1.0	-0.2	1.0	0.8	0.2914063346035367	-0.2914063346035367
-1.0	-0.2	1.0	1.0	0.2547943314946771	-0.2547943314946771
-1.0	0.0	0.0	-1.0	-0.7515487398731008	0.7515487398731008
-1.0	0.0	0.0	-0.8	-0.6868045090233178	0.6868045090233178
-1.0	0.0	0.0	-0.6	-0.6192527849773938	0.6192527849773938
-1.0	0.0	0.0	-0.4	-0.5492946381919201	0.5492946381919201
-1.0	0.0	0.0	-0.2	-0.4775603222415412	0.4775603222415412
-1.0	0.0	0.0	0.2	-0.33082583090853734	0.33082583090853734
-1.0	0.0	0.0	0.4	-0.25702886689568727	0.25702886689568727
-1.0	0.0	0.0	0.6	-0.1838048606779681	0.1838048606779681
-1.0	0.0	0.0	0.8	-0.11161217849148436	0.11161217849148436
-1.0	0.0	0.0	1.0	-0.04113836969039311	0.04113836969039311
-1.0	0.0	0.2	-1.0	-1.4895183800016012	1.4895183800016012
-1.0	0.0	0.2	-0.8	-1.3993921188275227	1.3993921188275227
-1.0	0.0	0.2	-0.6	-1.3043384206153192	1.3043384206153192
-1.0	0.0	0.2	-0.4	-1.2050448347191476	1.2050448347191476
-1.0	0.0	0.2	-0.2	-1.102428093611217	1.102428093611217
-1.0	0.0	0.2	0.2	-0.8906055967513516	0.8906055967513516
-1.0	0.0	0.2	0.4	-0.7832333059438353	0.7832333059438353
-1.0	0.0	0.2	0.6	-0.6761474940338844	0.6761474940338844
-1.0	0.0	0.2	0.8	-0.5703794850527346	0.5703794850527346
-1.0	0.0	0.2	1.0	-0.4666741241340555	0.4666741241340555
-1.0	0.0	0.4	-1.0	-1.8897293999004812	1.8897293999004812
-1.0	0.0	0.4	-0.8	-1.7716427983240184	1.7716427983240184
-1.0	0.0	0.4	-0.6	-1.6469671821035514	1.6469671821035514
-1.0	0.0	0.4	-0.4	-1.516791171049828	1.516791171049828
-1.0	0.0	0.4	-0.2	-1.382203384973598	1.382203384973598
-1.0	0.0	0.4	0.2	-1.1046626290122272	1.1046626290122272
-1.0	0.0	0.4	0.4	-0.9642306734256625	0.9642306734256625
-1.0	0.0	0.4	0.6	-0.8244289714137416	0.8244289714137416
-1.0	0.0	0.4	0.8	-0.6865180301257524	0.6865180301257524
-1.0	0.0	0.4	1.0	-0.5516437651519566	0.5516437651519566
-1.0	0.0	0.6	-1.0	-1.955046588545395	1.955046588545395
-1.0	0.0	0.6	-0.8	-1.8069942942835904	1.8069942942835904
-1.0	0.0	0.6	-0.6	-1.6512643655670327	1.6512643655670327
-1.0	0.0	0.6	-0.4	-1.4891746053245227	1.4891746053245227
-1.0	0.0	0.6	-0.2	-1.3221001122643745	1.3221001122643745
-1.0	0.0	0.6	0.2	-0.9795286465556554	0.9795286465556554
-1.0	0.0	0.6	0.4	-0.8071256460007906	0.8071256460007906
-1.0	0.0	0.6	0.6	-0.6361550399337531	0.6361550399337531
-1.0	0.0	0.6	0.8	-0.46816381440139565	0.46816381440139565
-1.0	0.0	0.6	1.0	-0.30469895545057174	0.30469895545057174
-1.0	0.0	0.8	-1.0	-1.6942934959813576	1.6942934959813576
-1.0	0.0	0.8	-0.8	-1.5149577061054096	1.5149577061054096
-1.0	0.0	0.8	-0.6	-1.3271994366410391	1.3271994366410391
-1.0	0.0	0.8	-0.4	-1.1327948567531507	1.1327948567531507
-1.0	0.0	0.8	-0.2	-0.9334628398271374	0.9334628398271374
-1.0	0.0	0.8	0.2	-0.527579537756462	0.527579537756462
-1.0	0.0	0.8	0.4	-0.32480977405966366	0.32480977405966366
-1.0	0.0	0.8	0.6	-0.12479020777949329	0.12479020777949329
-1.0	0.0	0.8	0.8	0.07064569613963051	-0.07064569613963051
-1.0	0.0	0.8	1.0	0.25977906431231523	-0.25977906431231523
-1.0	0.0	1.0	-1.0	-1.1220805459842043	1.1220805459842043
-1.0	0.0	1.0	-0.8	-0.9106591195809305	0.9106591195809305
-1.0	0.0	1.0	-0.6	-0.6906433262506944	0.6906433262506944
-1.0	0.0	1.0	-0.4	-0.4641531098354799	0.4641531098354799
-1.0	0.0	1.0	-0.2	-0.23319382261824506	0.23319382261824506
-1.0	0.0	1.0	0.2	0.23319382261824506	-0.23319382261824506
-1.0	0.0	1.0	0.4	0.4641531098354799	-0.4641531098354799
-1.0	0.0	1.0	0.6	0.6907006220302074	-0.6907006220302074
-1.0	0.0	1.0	0.8	0.9106591195809305	-0.9106591195809305
-1.0	0.0	1.0	1.0	1.1221378417637176	-1.1221378417637176
-1.0	0.2	0.0	-1.0	0.14100491338169557	-0.14100491338169557
-1.0	0.2	0.0	-0.8	-0.08118811957003766	0.08118811957003766
-1.0	0.2	0.0	-0.6	-0.24293410513546906	0.24293410513546906
-1.0	0.2	0.0	-0.4	-0.34022233874868285	0.34022233874868285
-1.0	0.2	0.0	-0.2	-0.3701307356545118	0.3701307356545118
-1.0	0.2	0.0	0.0	-0.33082583090853734	0.33082583090853734
-1.0	0.2	0.2	-1.0	-0.5975949803214486	0.5975949803214486
-1.0	0.2	0.2	-0.8	-0.7876450809663427	0.7876450809663427
-1.0	0.2	0.2	-0.6	-0.9150708946034378	0.9150708946034378
-1.0	0.2	0.2	-0.4	-0.9761481955643835	0.9761481955643835
-1.0	0.2	0.2	-0.2	-0.9684132653301175	0.9684132653301175
-1.0	0.2	0.2	0.0	-0.8906055967513516	0.8906055967513516
-1.0	0.2	0.4	-1.0	-1.0004989018574435	1.0004989018574435
-1.0	0.2	0.4	-0.8	-1.1551975065427658	1.1551975065427658
-1.0	0.2	0.4	-0.6	-1.2456675423939227	1.2456675423939227
-1.0	0.2	0.4	-0.4	-1.2685858541991557	1.2685858541991557
-1.0	0.2	0.4	-0.2	-1.2218324981164805	1.2218324981164805
-1.0	0.2	0.4	0.0	-1.1046626290122272	1.1046626290122272
-1.0	0.2	0.6	-1.0	-1.0706862317609696	1.0706862317609696
-1.0	0.2	0.6	-0.8	-1.1876269177471706	1.1876269177471706
-1.0	0.2	0.6	-0.6	-1.2391358235294312	1.2391358235294312
-1.0	0.2	0.6	-0.4	-1.2225773432501508	1.2225773432501508
-1.0	0.2	0.6	-0.2	-1.1361180119649095	1.1361180119649095
-1.0	0.2	0.6	0.0	-0.9795286465556554	0.9795286465556554
-1.0	0.2	0.8	-1.0	-0.8172669989746063	0.8172669989746063
-1.0	0.2	0.8	-0.8	-0.8945590055377544	0.8945590055377544
-1.0	0.2	0.8	-0.6	-0.9060181614403708	0.9060181614403708
-1.0	0.2	0.8	-0.4	-0.8492380439429061	0.8492380439429061
-1.0	0.2	0.8	-0.2	-0.7230727374550989	0.7230727374550989
-1.0	0.2	0.8	0.0	-0.527522241976949	0.527522241976949
-1.0	0.2	1.0	-1.0	-0.2547943314946771	0.2547943314946771
-1.0	0.2	1.0	-0.8	-0.2914063346035367	0.2914063346035367
-1.0	0.2	1.0	-0.6	-0.2622427828313778	0.2622427828313778
-1.0	0.2	1.0	-0.4	-0.1652983238952425	0.1652983238952425
-1.0	0.2	1.0	-0.2	0.0	-0.0
-1.0	0.2	1.0	0.0	0.23319382261824506	-0.23319382261824506
-1.0	0.4	0.0	-1.0	0.6987220311620389	-0.6987220311620389
-1.0	0.4	0.0	-0.8	0.2541640779200332	-0.2541640779200332
-1.0	0.4	0.0	-0.6	-0.07081758347816976	0.07081758347816976
-1.0	0.4	0.0	-0.4	-0.267972360782686	0.267972360782686
-1.0	0.4	0.0	-0.2	-0.331284197144642	0.331284197144642
-1.0	0.4	0.0	0.0	-0.25702886689568727	0.25702886689568727
-1.0	0.4	0.2	-1.0	-0.03896113006889598	0.03896113006889598
-1.0	0.4	0.2	-0.8	-0.4445579532420058	0.4445579532420058
-1.0	0.4	0.2	-0.6	-0.7284012449498155	0.7284012449498155
-1.0	0.4	0.2	-0.4	-0.8826987791785462	0.8826987791785462
-1.0	0.4	0.2	-0.2	-0.902007456874455	0.902007456874455
-1.0	0.4	0.2	0.0	-0.7832333059438353	0.7832333059438353
-1.0	0.4	0.4	-1.0	-0.4428963756361264	0.4428963756361264
-1.0	0.4	0.4	-0.8	-0.805979730410529	0.805979730410529
-1.0	0.4	0.4	-0.6	-1.0456479761137523	1.0456479761137523
-1.0	0.4	0.4	-0.4	-1.1548537318656873	1.1548537318656873
-1.0	0.4	0.4	-0.2	-1.1285549690691825	1.1285549690691825
-1.0	0.4	0.4	0.0	-0.9642306734256625	0.9642306734256625
-1.0	0.4	0.6	-1.0	-0.516406860751411	0.516406860751411
-1.0	0.4	0.6	-0.8	-0.8339973665924263	0.8339973665924263
-1.0	0.4	0.6	-0.6	-1.0273706224490793	1.0273706224490793
-1.0	0.4	0.6	-0.4	-1.089823022118339	1.089823022118339
-1.0	0.4	0.6	-0.2	-1.0170573821367244	1.0170573821367244
-1.0	0.4	0.6	0.0	-0.8071256460007906	0.8071256460007906
-1.0	0.4	0.8	-1.0	-0.2686026143573299	0.2686026143573299
-1.0	0.4	0.8	-0.8	-0.538694918982	0.538694918982
-1.0	0.4	0.8	-0.6	-0.6842261989452291	0.6842261989452291
-1.0	0.4	0.8	-0.4	-0.6991803973981435	0.6991803973981435
-1.0	0.4	0.8	-0.2	-0.5798332886723931	0.5798332886723931
-1.0	0.4	0.8	0.0	-0.32480977405966366	0.32480977405966366
-1.0	0.4	1.0	-1.0	0.28567675665222847	-0.28567675665222847
-1.0	0.4	1.0	-0.8	0.06445775195221762	-0.06445775195221762
-1.0	0.4	1.0	-0.6	-0.03254400276343076	0.03254400276343076
-1.0	0.4	1.0	-0.4	-0.0	0.0
-1.0	0.4	1.0	-0.2	0.1652983238952425	-0.1652983238952425
-1.0	0.4	1.0	0.0	0.4641531098354799	-0.4641531098354799
-1.0	0.6	0.0	-1.0	0.9229204163967301	-0.9229204163967301
-1.0	0.6	0.0	-0.8	0.3209136610527741	-0.3209136610527741
-1.0	0.6	0.0	-0.6	-0.10106975506107721	0.10106975506107721
-1.0	0.6	0.0	-0.4	-0.33111230980610273	0.33111230980610273
-1.0	0.6	0.0	-0.2	-0.3604477489168009	0.3604477489168009
-1.0	0.6	0.0	0.0	-0.1838048606779681	0.1838048606779681
-1.0	0.6	0.2	-1.0	0.1879874525824231	-0.1879874525824231
-1.0	0.6	0.2	-0.8	-0.3684118622691193	0.3684118622691193
-1.0	0.6	0.2	-0.6	-0.7427251898280861	0.7427251898280861
-1.0	0.6	0.2	-0.4	-0.9236079657508871	0.9236079657508871
-1.0	0.6	0.2	-0.2	-0.9029241893466643	0.9029241893466643
-1.0	0.6	0.2	0.0	-0.6761474940338844	0.6761474940338844
-1.0	0.6	0.4	-1.0	-0.21514565207162412	0.21514565207162412
-1.0	0.6	0.4	-0.8	-0.7219841176443504	0.7219841176443504
-1.0	0.6	0.4	-0.6	-1.0454187929957	1.0454187929957
-1.0	0.6	0.4	-0.4	-1.1746207757977007	1.1746207757977007
-1.0	0.6	0.4	-0.2	-1.1022562062726777	1.1022562062726777
-1.0	0.6	0.4	0.0	-0.8244289714137416	0.8244289714137416
-1.0	0.6	0.6	-1.0	-0.29008853167473575	0.29008853167473575
-1.0	0.6	0.6	-0.8	-0.7442148800954264	0.7442148800954264
-1.0	0.6	0.6	-0.6	-1.0141925931610702	1.0141925931610702
-1.0	0.6	0.6	-0.4	-1.090052205236391	1.090052205236391
-1.0	0.6	0.6	-0.2	-0.9650901101183587	0.9650901101183587
-1.0	0.6	0.6	0.0	-0.6361550399337531	0.6361550399337531
-1.0	0.6	0.8	-1.0	-0.046123102508031276	0.046123102508031276
-1.0	0.6	0.8	-0.8	-0.4451882068166496	0.4451882068166496
-1.0	0.6	0.8	-0.6	-0.6602192673292476	0.6602192673292476
-1.0	0.6	0.8	-0.4	-0.6818770719851927	0.6818770719851927
-1.0	0.6	0.8	-0.2	-0.5042028597151246	0.5042028597151246
-1.0	0.6	0.8	0.0	-0.12479020777949329	0.12479020777949329
-1.0	0.6	1.0	-1.0	0.5019110285346011	-0.5019110285346011
-1.0	0.6	1.0	-0.8	0.15928226704636883	-0.15928226704636883
-1.0	0.6	1.0	-0.6	0.0	-0.0
-1.0	0.6	1.0	-0.4	0.03254400276343076	-0.03254400276343076
-1.0	0.6	1.0	-0.2	0.2622427828313778	-0.2622427828313778
-1.0	0.6	1.0	0.0	0.6906433262506944	-0.6906433262506944
-1.0	0.8	0.0	-1.0	0.8208766330839306	-0.8208766330839306
-1.0	0.8	0.0	-0.8	0.12559234869267646	-0.12559234869267646
-1.0	0.8	0.0	-0.6	-0.328533999728014	0.328533999728014
-1.0	0.8	0.0	-0.4	-0.5260325517096088	0.5260325517096088
-1.0	0.8	0.0	-0.2	-0.45584522180608306	0.45584522180608306
-1.0	0.8	0.0	0.0	-0.11161217849148436	0.11161217849148436
-1.0	0.8	0.2	-1.0	0.0907565147487224	-0.0907565147487224
-1.0	0.8	0.2	-0.8	-0.5525604976241659	0.5525604976241659
-1.0	0.8	0.2	-0.6	-0.952771517523046	0.952771517523046
-1.0	0.8	0.2	-0.4	-1.0952088253925685	1.0952088253925685
-1.0	0.8	0.2	-0.2	-0.9696164766998921	0.9696164766998921
-1.0	0.8	0.2	0.0	-0.5703221892732214	0.5703221892732214
-1.0	0.8	0.4	-1.0	-0.30956909670918376	0.30956909670918376
-1.0	0.8	0.4	-0.8	-0.8966789493797384	0.8966789493797384
-1.0	0.8	0.4	-0.6	-1.239536893986023	1.239536893986023
-1.0	0.8	0.4	-0.4	-1.3243919434448979	1.3243919434448979
-1.0	0.8	0.4	-0.2	-1.1416184067981654	1.1416184067981654
-1.0	0.8	0.4	0.0	-0.6865180301257524	0.6865180301257524
-1.0	0.8	0.6	-1.0	-0.38388172273765153	0.38388172273765153
-1.0	0.8	0.6	-0.8	-0.9114612604941136	0.9114612604941136
-1.0	0.8	0.6	-0.6	-1.1944451155092273	1.1944451155092273
-1.0	0.8	0.6	-0.4	-1.2198844416130357	1.2198844416130357
-1.0	0.8	0.6	-0.2	-0.9791275760990636	0.9791275760990636
-1.0	0.8	0.6	0.0	-0.46816381440139565	0.46816381440139565
-1.0	0.8	0.8	-1.0	-0.1416924627358526	0.1416924627358526
-1.0	0.8	0.8	-0.8	-0.6072206712796465	0.6072206712796465
-1.0	0.8	0.8	-0.6	-0.8287834506567358	0.8287834506567358
-1.0	0.8	0.8	-0.4	-0.7940049124922948	0.7940049124922948
-1.0	0.8	0.8	-0.2	-0.4952647181110836	0.4952647181110836
-1.0	0.8	0.8	0.0	0.07064569613963051	-0.07064569613963051
-1.0	0.8	1.0	-1.0	0.40210178062281177	-0.40210178062281177
-1.0	0.8	1.0	-0.8	-0.0	0.0
